Epoch 000, Loss: 0.800280698116291, Neurons: 11
Epoch 031, Loss: 0.19405251846440844, Neurons: 14
Epoch 032, Loss: 0.17891450788925867, Neurons: 14
Epoch 032, Loss: 0.17891450788925867, Neurons: 14
Epoch 033, Loss: 0.16383981585879245, Neurons: 14
Epoch 033, Loss: 0.16383981585879245, Neurons: 14
Epoch 034, Loss: 0.14855505803281643, Neurons: 14
Epoch 034, Loss: 0.14855505803281643, Neurons: 14
Epoch 035, Loss: 0.13332300725344062, Neurons: 14
Epoch 035, Loss: 0.13332300725344062, Neurons: 14
Epoch 036, Loss: 0.1190837194073919, Neurons: 14
Epoch 036, Loss: 0.1190837194073919, Neurons: 14
Epoch 037, Loss: 0.1067048039170027, Neurons: 14
Epoch 037, Loss: 0.1067048039170027, Neurons: 14
Epoch 038, Loss: 0.09753388101116105, Neurons: 14
Epoch 038, Loss: 0.09753388101116105, Neurons: 14
Epoch 039, Loss: 0.09236254312663408, Neurons: 14
Epoch 039, Loss: 0.09236254312663408, Neurons: 14
Added neuron to hidden layer 2 with activation relu
Added neuron to hidden layer 2 with activation relu
network shape updated to :[6, 8, 1]
network shape updated to :[6, 8, 1]
Epoch 040, Loss: 1.347311492175396, Neurons: 15
Epoch 040, Loss: 1.347311492175396, Neurons: 15
Epoch 041, Loss: 1.0061602060761035, Neurons: 15
Epoch 041, Loss: 1.0061602060761035, Neurons: 15
Epoch 042, Loss: 0.717196852640277, Neurons: 15
Epoch 042, Loss: 0.717196852640277, Neurons: 15
Epoch 043, Loss: 0.4872032077329283, Neurons: 15
Epoch 043, Loss: 0.4872032077329283, Neurons: 15
Epoch 044, Loss: 0.3182862497315758, Neurons: 15
Epoch 044, Loss: 0.3182862497315758, Neurons: 15
Epoch 045, Loss: 0.2144991180114261, Neurons: 15
Epoch 045, Loss: 0.2144991180114261, Neurons: 15
Epoch 046, Loss: 0.17102875724708128, Neurons: 15
Epoch 046, Loss: 0.17102875724708128, Neurons: 15
Epoch 047, Loss: 0.17672249782628144, Neurons: 15
Epoch 047, Loss: 0.17672249782628144, Neurons: 15
Epoch 048, Loss: 0.20892100519945028, Neurons: 15
Epoch 048, Loss: 0.20892100519945028, Neurons: 15
Epoch 049, Loss: 0.24596649972436507, Neurons: 15
Epoch 049, Loss: 0.24596649972436507, Neurons: 15
Removed neuron to hidden layer 2 at index 7
Removed neuron to hidden layer 2 at index 7
network shape updated to :[6, 7, 1]
network shape updated to :[6, 7, 1]
Epoch 050, Loss: 1.1222216294791187, Neurons: 14
Epoch 050, Loss: 1.1222216294791187, Neurons: 14
Epoch 051, Loss: 0.9012710949800018, Neurons: 14
Epoch 051, Loss: 0.9012710949800018, Neurons: 14
Epoch 052, Loss: 0.6943854172681699, Neurons: 14
Epoch 052, Loss: 0.6943854172681699, Neurons: 14
Epoch 053, Loss: 0.5092936594336765, Neurons: 14
Epoch 053, Loss: 0.5092936594336765, Neurons: 14
Epoch 054, Loss: 0.3533820594600345, Neurons: 14
Epoch 054, Loss: 0.3533820594600345, Neurons: 14
Epoch 055, Loss: 0.23241836120162052, Neurons: 14
Epoch 055, Loss: 0.23241836120162052, Neurons: 14
Epoch 056, Loss: 0.14819200915010897, Neurons: 14
Epoch 056, Loss: 0.14819200915010897, Neurons: 14
Epoch 057, Loss: 0.10088333985000578, Neurons: 14
Epoch 057, Loss: 0.10088333985000578, Neurons: 14
Epoch 058, Loss: 0.08657377186219452, Neurons: 14
Epoch 058, Loss: 0.08657377186219452, Neurons: 14
Epoch 059, Loss: 0.09601274779770602, Neurons: 14
Epoch 059, Loss: 0.09601274779770602, Neurons: 14
Added neuron to hidden layer 2 with activation relu
Added neuron to hidden layer 2 with activation relu
network shape updated to :[6, 8, 1]
network shape updated to :[6, 8, 1]
Epoch 060, Loss: 0.11832489773642697, Neurons: 15
Epoch 060, Loss: 0.11832489773642697, Neurons: 15
Epoch 061, Loss: 0.08747695141289799, Neurons: 15
Epoch 061, Loss: 0.08747695141289799, Neurons: 15
Epoch 062, Loss: 0.0822684099338117, Neurons: 15
Epoch 062, Loss: 0.0822684099338117, Neurons: 15
Epoch 063, Loss: 0.08760612290572962, Neurons: 15
Epoch 063, Loss: 0.08760612290572962, Neurons: 15
Epoch 064, Loss: 0.08813251263395551, Neurons: 15
Epoch 064, Loss: 0.08813251263395551, Neurons: 15
Epoch 065, Loss: 0.08332022129575611, Neurons: 15
Epoch 065, Loss: 0.08332022129575611, Neurons: 15
Epoch 066, Loss: 0.07722079151372892, Neurons: 15
Epoch 066, Loss: 0.07722079151372892, Neurons: 15
Epoch 067, Loss: 0.07296945122678744, Neurons: 15
Epoch 067, Loss: 0.07296945122678744, Neurons: 15
Epoch 068, Loss: 0.07139484291005414, Neurons: 15
Epoch 068, Loss: 0.07139484291005414, Neurons: 15
Epoch 069, Loss: 0.0714541474786373, Neurons: 15
Epoch 069, Loss: 0.0714541474786373, Neurons: 15
Added neuron to hidden layer 1 with activation relu
Added neuron to hidden layer 1 with activation relu
network shape updated to :[7, 8, 1]
network shape updated to :[7, 8, 1]
Epoch 070, Loss: 0.07153367815438172, Neurons: 16
Epoch 070, Loss: 0.07153367815438172, Neurons: 16
Epoch 071, Loss: 0.06964028879545014, Neurons: 16
Epoch 071, Loss: 0.06964028879545014, Neurons: 16
Epoch 072, Loss: 0.06809595996208671, Neurons: 16
Epoch 072, Loss: 0.06809595996208671, Neurons: 16
Epoch 073, Loss: 0.06440472144786706, Neurons: 16
Epoch 073, Loss: 0.06440472144786706, Neurons: 16
Epoch 074, Loss: 0.06356221692118945, Neurons: 16
Epoch 074, Loss: 0.06356221692118945, Neurons: 16
Epoch 075, Loss: 0.06348373341496953, Neurons: 16
Epoch 075, Loss: 0.06348373341496953, Neurons: 16
Epoch 076, Loss: 0.06166682568965439, Neurons: 16
Epoch 076, Loss: 0.06166682568965439, Neurons: 16
Epoch 077, Loss: 0.05940863951945416, Neurons: 16
Epoch 077, Loss: 0.05940863951945416, Neurons: 16
Epoch 078, Loss: 0.058342564223956846, Neurons: 16
Epoch 078, Loss: 0.058342564223956846, Neurons: 16
Epoch 079, Loss: 0.0580020236318437, Neurons: 16
Epoch 079, Loss: 0.0580020236318437, Neurons: 16
Added neuron to hidden layer 1 with activation relu
Added neuron to hidden layer 1 with activation relu
network shape updated to :[8, 8, 1]
network shape updated to :[8, 8, 1]
Epoch 080, Loss: 0.057069510606680224, Neurons: 17
Epoch 080, Loss: 0.057069510606680224, Neurons: 17
Epoch 081, Loss: 0.06104121590031307, Neurons: 17
Epoch 081, Loss: 0.06104121590031307, Neurons: 17
Epoch 082, Loss: 0.055252744027869435, Neurons: 17
Epoch 082, Loss: 0.055252744027869435, Neurons: 17
Epoch 083, Loss: 0.05501872175737683, Neurons: 17
Epoch 083, Loss: 0.05501872175737683, Neurons: 17
Epoch 084, Loss: 0.0560464132048873, Neurons: 17
Epoch 084, Loss: 0.0560464132048873, Neurons: 17
Epoch 085, Loss: 0.053985474915280135, Neurons: 17
Epoch 085, Loss: 0.053985474915280135, Neurons: 17
Epoch 086, Loss: 0.05206451815345468, Neurons: 17
Epoch 086, Loss: 0.05206451815345468, Neurons: 17
Epoch 087, Loss: 0.05181301149221315, Neurons: 17
Epoch 087, Loss: 0.05181301149221315, Neurons: 17
Epoch 088, Loss: 0.051733895239897035, Neurons: 17
Epoch 088, Loss: 0.051733895239897035, Neurons: 17
Epoch 089, Loss: 0.050623723467510914, Neurons: 17
Epoch 089, Loss: 0.050623723467510914, Neurons: 17
Added neuron to hidden layer 2 with activation relu
Added neuron to hidden layer 2 with activation relu
network shape updated to :[8, 9, 1]
network shape updated to :[8, 9, 1]
Epoch 090, Loss: 0.04920612819781893, Neurons: 18
Epoch 090, Loss: 0.04920612819781893, Neurons: 18
Epoch 091, Loss: 0.05422486531353936, Neurons: 18
Epoch 091, Loss: 0.05422486531353936, Neurons: 18
Epoch 092, Loss: 0.048270817618801865, Neurons: 18
Epoch 092, Loss: 0.048270817618801865, Neurons: 18
Epoch 093, Loss: 0.04918117540599551, Neurons: 18
Epoch 093, Loss: 0.04918117540599551, Neurons: 18
Epoch 094, Loss: 0.04904618421335219, Neurons: 18
Epoch 094, Loss: 0.04904618421335219, Neurons: 18
Epoch 095, Loss: 0.04705157119289602, Neurons: 18
Epoch 095, Loss: 0.04705157119289602, Neurons: 18
Epoch 096, Loss: 0.04598066160124654, Neurons: 18
Epoch 096, Loss: 0.04598066160124654, Neurons: 18
Epoch 097, Loss: 0.04584450213162533, Neurons: 18
Epoch 097, Loss: 0.04584450213162533, Neurons: 18
Epoch 098, Loss: 0.04504907054280371, Neurons: 18
Epoch 098, Loss: 0.04504907054280371, Neurons: 18
Epoch 099, Loss: 0.04377099959206249, Neurons: 18
Epoch 099, Loss: 0.04377099959206249, Neurons: 18
Added neuron to hidden layer 1 with activation relu
Added neuron to hidden layer 1 with activation relu
network shape updated to :[9, 9, 1]
network shape updated to :[9, 9, 1]
Epoch 100, Loss: 0.6521778753815742, Neurons: 19
Epoch 100, Loss: 0.6521778753815742, Neurons: 19
Epoch 101, Loss: 0.6375674978902552, Neurons: 19
Epoch 101, Loss: 0.6375674978902552, Neurons: 19
Epoch 102, Loss: 0.6226736463290911, Neurons: 19
Epoch 102, Loss: 0.6226736463290911, Neurons: 19
Epoch 103, Loss: 0.6081749144636026, Neurons: 19
Epoch 103, Loss: 0.6081749144636026, Neurons: 19
Epoch 104, Loss: 0.595372348830748, Neurons: 19
Epoch 104, Loss: 0.595372348830748, Neurons: 19
Epoch 105, Loss: 0.5839663231919845, Neurons: 19
Epoch 105, Loss: 0.5839663231919845, Neurons: 19
Epoch 106, Loss: 0.5716220219941975, Neurons: 19
Epoch 106, Loss: 0.5716220219941975, Neurons: 19
Epoch 107, Loss: 0.5576086643899647, Neurons: 19
Epoch 107, Loss: 0.5576086643899647, Neurons: 19
Epoch 108, Loss: 0.5427052835194827, Neurons: 19
Epoch 108, Loss: 0.5427052835194827, Neurons: 19
Epoch 109, Loss: 0.5278177055901725, Neurons: 19
Epoch 109, Loss: 0.5278177055901725, Neurons: 19
Removed neuron to hidden layer 1 at index 8
Removed neuron to hidden layer 1 at index 8
network shape updated to :[8, 9, 1]
network shape updated to :[8, 9, 1]
Epoch 110, Loss: 0.11117436606547787, Neurons: 18
Epoch 110, Loss: 0.11117436606547787, Neurons: 18
Epoch 111, Loss: 0.06899706759502815, Neurons: 18
Epoch 111, Loss: 0.06899706759502815, Neurons: 18
Epoch 112, Loss: 0.053123221485964225, Neurons: 18
Epoch 112, Loss: 0.053123221485964225, Neurons: 18
Epoch 113, Loss: 0.048727852618277015, Neurons: 18
Epoch 113, Loss: 0.048727852618277015, Neurons: 18
Epoch 114, Loss: 0.04645765475536567, Neurons: 18
Epoch 114, Loss: 0.04645765475536567, Neurons: 18
Epoch 115, Loss: 0.0454916714009493, Neurons: 18
Epoch 115, Loss: 0.0454916714009493, Neurons: 18
Epoch 116, Loss: 0.04715057449831479, Neurons: 18
Epoch 116, Loss: 0.04715057449831479, Neurons: 18
Epoch 117, Loss: 0.05039152913150534, Neurons: 18
Epoch 117, Loss: 0.05039152913150534, Neurons: 18
Epoch 118, Loss: 0.052399194113525636, Neurons: 18
Epoch 118, Loss: 0.052399194113525636, Neurons: 18
Epoch 119, Loss: 0.05178297218640272, Neurons: 18
Epoch 119, Loss: 0.05178297218640272, Neurons: 18
Added neuron to hidden layer 2 with activation relu
Added neuron to hidden layer 2 with activation relu
network shape updated to :[8, 10, 1]
network shape updated to :[8, 10, 1]
Epoch 120, Loss: 0.04894613790002161, Neurons: 19
Epoch 120, Loss: 0.04894613790002161, Neurons: 19
Epoch 121, Loss: 0.03856857238584431, Neurons: 19
Epoch 121, Loss: 0.03856857238584431, Neurons: 19
Epoch 122, Loss: 0.039248873112001335, Neurons: 19
Epoch 122, Loss: 0.039248873112001335, Neurons: 19
Epoch 123, Loss: 0.04136004770546289, Neurons: 19
Epoch 123, Loss: 0.04136004770546289, Neurons: 19
Epoch 124, Loss: 0.04038507550713553, Neurons: 19
Epoch 124, Loss: 0.04038507550713553, Neurons: 19
Epoch 125, Loss: 0.03782281333534457, Neurons: 19
Epoch 125, Loss: 0.03782281333534457, Neurons: 19
Epoch 126, Loss: 0.03568923423651871, Neurons: 19
Epoch 126, Loss: 0.03568923423651871, Neurons: 19
Epoch 127, Loss: 0.034972544198886804, Neurons: 19
Epoch 127, Loss: 0.034972544198886804, Neurons: 19
Epoch 128, Loss: 0.03540547785395965, Neurons: 19
Epoch 128, Loss: 0.03540547785395965, Neurons: 19
Epoch 129, Loss: 0.03580135164134909, Neurons: 19
Epoch 129, Loss: 0.03580135164134909, Neurons: 19
Added neuron to hidden layer 1 with activation relu
Added neuron to hidden layer 1 with activation relu
network shape updated to :[9, 10, 1]
network shape updated to :[9, 10, 1]
Epoch 130, Loss: 0.500878367034989, Neurons: 20
Epoch 130, Loss: 0.500878367034989, Neurons: 20
Epoch 131, Loss: 0.4846793819149381, Neurons: 20
Epoch 131, Loss: 0.4846793819149381, Neurons: 20
Epoch 132, Loss: 0.46824548657282195, Neurons: 20
Epoch 132, Loss: 0.46824548657282195, Neurons: 20
Epoch 133, Loss: 0.4511084964592642, Neurons: 20
Epoch 133, Loss: 0.4511084964592642, Neurons: 20
Epoch 134, Loss: 0.43484256703124285, Neurons: 20
Epoch 134, Loss: 0.43484256703124285, Neurons: 20
Epoch 135, Loss: 0.42146558510877685, Neurons: 20
Epoch 135, Loss: 0.42146558510877685, Neurons: 20
Epoch 136, Loss: 0.41187969501787586, Neurons: 20
Epoch 136, Loss: 0.41187969501787586, Neurons: 20
Epoch 137, Loss: 0.4036326419105417, Neurons: 20
Epoch 137, Loss: 0.4036326419105417, Neurons: 20
Epoch 138, Loss: 0.39314794994660146, Neurons: 20
Epoch 138, Loss: 0.39314794994660146, Neurons: 20
Epoch 139, Loss: 0.38011925512848405, Neurons: 20
Epoch 139, Loss: 0.38011925512848405, Neurons: 20
Removed neuron to hidden layer 1 at index 8
Removed neuron to hidden layer 1 at index 8
network shape updated to :[8, 10, 1]
network shape updated to :[8, 10, 1]
Epoch 140, Loss: 0.2626873305955343, Neurons: 19
Epoch 140, Loss: 0.2626873305955343, Neurons: 19
Epoch 141, Loss: 0.16393579984665382, Neurons: 19
Epoch 141, Loss: 0.16393579984665382, Neurons: 19
Epoch 142, Loss: 0.09990576504336644, Neurons: 19
Epoch 142, Loss: 0.09990576504336644, Neurons: 19
Epoch 143, Loss: 0.06709110274393247, Neurons: 19
Epoch 143, Loss: 0.06709110274393247, Neurons: 19
Epoch 144, Loss: 0.057627110140536675, Neurons: 19
Epoch 144, Loss: 0.057627110140536675, Neurons: 19
Epoch 145, Loss: 0.05821577104568156, Neurons: 19
Epoch 145, Loss: 0.05821577104568156, Neurons: 19
Epoch 146, Loss: 0.059557038369836016, Neurons: 19
Epoch 146, Loss: 0.059557038369836016, Neurons: 19
Epoch 147, Loss: 0.059214983516616033, Neurons: 19
Epoch 147, Loss: 0.059214983516616033, Neurons: 19
Epoch 148, Loss: 0.0587310010858605, Neurons: 19
Epoch 148, Loss: 0.0587310010858605, Neurons: 19
Epoch 149, Loss: 0.05991376088454833, Neurons: 19
Epoch 149, Loss: 0.05991376088454833, Neurons: 19
Added neuron to hidden layer 1 with activation relu
Added neuron to hidden layer 1 with activation relu
network shape updated to :[9, 10, 1]
network shape updated to :[9, 10, 1]
Epoch 150, Loss: 0.06212411278926781, Neurons: 20
Epoch 150, Loss: 0.06212411278926781, Neurons: 20
Epoch 151, Loss: 0.045629643873835446, Neurons: 20
Epoch 151, Loss: 0.045629643873835446, Neurons: 20
Epoch 152, Loss: 0.041276125423990825, Neurons: 20
Epoch 152, Loss: 0.041276125423990825, Neurons: 20
Epoch 153, Loss: 0.041465340850841796, Neurons: 20
Epoch 153, Loss: 0.041465340850841796, Neurons: 20
Epoch 154, Loss: 0.0403696928728616, Neurons: 20
Epoch 154, Loss: 0.0403696928728616, Neurons: 20
Epoch 155, Loss: 0.03829689386077817, Neurons: 20
Epoch 155, Loss: 0.03829689386077817, Neurons: 20
Epoch 156, Loss: 0.035906013134606826, Neurons: 20
Epoch 156, Loss: 0.035906013134606826, Neurons: 20
Epoch 157, Loss: 0.03363751004607209, Neurons: 20
Epoch 157, Loss: 0.03363751004607209, Neurons: 20
Epoch 158, Loss: 0.03187474613229734, Neurons: 20
Epoch 158, Loss: 0.03187474613229734, Neurons: 20
Epoch 159, Loss: 0.030629324840836192, Neurons: 20
Epoch 159, Loss: 0.030629324840836192, Neurons: 20
Added neuron to hidden layer 2 with activation relu
Added neuron to hidden layer 2 with activation relu
network shape updated to :[9, 11, 1]
network shape updated to :[9, 11, 1]
Epoch 160, Loss: 0.03139893323742595, Neurons: 21
Epoch 160, Loss: 0.03139893323742595, Neurons: 21
Epoch 161, Loss: 0.031584220439283835, Neurons: 21
Epoch 161, Loss: 0.031584220439283835, Neurons: 21
Epoch 162, Loss: 0.030128660991070498, Neurons: 21
Epoch 162, Loss: 0.030128660991070498, Neurons: 21
Epoch 163, Loss: 0.02821052921510386, Neurons: 21
Epoch 163, Loss: 0.02821052921510386, Neurons: 21
Epoch 164, Loss: 0.027590367274974947, Neurons: 21
Epoch 164, Loss: 0.027590367274974947, Neurons: 21
Epoch 165, Loss: 0.027948092194992735, Neurons: 21
Epoch 165, Loss: 0.027948092194992735, Neurons: 21
Epoch 166, Loss: 0.02722978883841079, Neurons: 21
Epoch 166, Loss: 0.02722978883841079, Neurons: 21
Epoch 167, Loss: 0.025998270265947553, Neurons: 21
Epoch 167, Loss: 0.025998270265947553, Neurons: 21
Epoch 168, Loss: 0.025364477317247846, Neurons: 21
Epoch 168, Loss: 0.025364477317247846, Neurons: 21
Epoch 169, Loss: 0.02535103301011955, Neurons: 21
Epoch 169, Loss: 0.02535103301011955, Neurons: 21
Added neuron to hidden layer 1 with activation relu
Added neuron to hidden layer 1 with activation relu
network shape updated to :[10, 11, 1]
network shape updated to :[10, 11, 1]
Epoch 170, Loss: 1.061522510748439, Neurons: 22
Epoch 170, Loss: 1.061522510748439, Neurons: 22
Epoch 171, Loss: 0.39490690039199866, Neurons: 22
Epoch 171, Loss: 0.39490690039199866, Neurons: 22
Epoch 172, Loss: 0.20015166636617668, Neurons: 22
Epoch 172, Loss: 0.20015166636617668, Neurons: 22
Epoch 173, Loss: 0.2898061682823144, Neurons: 22
Epoch 173, Loss: 0.2898061682823144, Neurons: 22
Epoch 174, Loss: 0.4009655335247766, Neurons: 22
Epoch 174, Loss: 0.4009655335247766, Neurons: 22
Epoch 175, Loss: 0.4244016087749177, Neurons: 22
Epoch 175, Loss: 0.4244016087749177, Neurons: 22
Epoch 176, Loss: 0.36525248165463065, Neurons: 22
Epoch 176, Loss: 0.36525248165463065, Neurons: 22
Epoch 177, Loss: 0.2673954531460902, Neurons: 22
Epoch 177, Loss: 0.2673954531460902, Neurons: 22
Epoch 178, Loss: 0.1755757878414659, Neurons: 22
Epoch 178, Loss: 0.1755757878414659, Neurons: 22
Epoch 179, Loss: 0.12037148983101646, Neurons: 22
Epoch 179, Loss: 0.12037148983101646, Neurons: 22
Removed neuron to hidden layer 1 at index 9
Removed neuron to hidden layer 1 at index 9
network shape updated to :[9, 11, 1]
network shape updated to :[9, 11, 1]
Epoch 180, Loss: 0.10139612107219392, Neurons: 21
Epoch 180, Loss: 0.10139612107219392, Neurons: 21
Epoch 181, Loss: 0.04896373565236702, Neurons: 21
Epoch 181, Loss: 0.04896373565236702, Neurons: 21
Epoch 182, Loss: 0.03131292844817961, Neurons: 21
Epoch 182, Loss: 0.03131292844817961, Neurons: 21
Epoch 183, Loss: 0.031695692655832164, Neurons: 21
Epoch 183, Loss: 0.031695692655832164, Neurons: 21
Epoch 184, Loss: 0.036476273397076785, Neurons: 21
Epoch 184, Loss: 0.036476273397076785, Neurons: 21
Epoch 185, Loss: 0.040295489111458194, Neurons: 21
Epoch 185, Loss: 0.040295489111458194, Neurons: 21
Epoch 186, Loss: 0.04218544390551736, Neurons: 21
Epoch 186, Loss: 0.04218544390551736, Neurons: 21
Epoch 187, Loss: 0.04117745077009608, Neurons: 21
Epoch 187, Loss: 0.04117745077009608, Neurons: 21
Epoch 188, Loss: 0.03714178201830338, Neurons: 21
Epoch 188, Loss: 0.03714178201830338, Neurons: 21
Epoch 189, Loss: 0.031662812444025974, Neurons: 21
Epoch 189, Loss: 0.031662812444025974, Neurons: 21
Added neuron to hidden layer 1 with activation relu
Added neuron to hidden layer 1 with activation relu
network shape updated to :[10, 11, 1]
network shape updated to :[10, 11, 1]
Epoch 190, Loss: 0.026794166562650382, Neurons: 22
Epoch 190, Loss: 0.026794166562650382, Neurons: 22
Epoch 191, Loss: 0.026048419152576295, Neurons: 22
Epoch 191, Loss: 0.026048419152576295, Neurons: 22
Epoch 192, Loss: 0.026639226323685632, Neurons: 22
Epoch 192, Loss: 0.026639226323685632, Neurons: 22
Epoch 193, Loss: 0.025552516786800268, Neurons: 22
Epoch 193, Loss: 0.025552516786800268, Neurons: 22
Epoch 194, Loss: 0.022691094957023376, Neurons: 22
Epoch 194, Loss: 0.022691094957023376, Neurons: 22
Epoch 195, Loss: 0.022631514557669936, Neurons: 22
Epoch 195, Loss: 0.022631514557669936, Neurons: 22
Epoch 196, Loss: 0.023948634791156297, Neurons: 22
Epoch 196, Loss: 0.023948634791156297, Neurons: 22
Epoch 197, Loss: 0.023589416094511904, Neurons: 22
Epoch 197, Loss: 0.023589416094511904, Neurons: 22
Epoch 198, Loss: 0.0224254530452482, Neurons: 22
Epoch 198, Loss: 0.0224254530452482, Neurons: 22
Epoch 199, Loss: 0.021764972076032167, Neurons: 22
Epoch 199, Loss: 0.021764972076032167, Neurons: 22
Added neuron to hidden layer 2 with activation relu
Added neuron to hidden layer 2 with activation relu
network shape updated to :[10, 12, 1]
network shape updated to :[10, 12, 1]
Epoch 200, Loss: 0.028799309032116308, Neurons: 23
Epoch 200, Loss: 0.028799309032116308, Neurons: 23
Epoch 201, Loss: 0.02288236293264722, Neurons: 23
Epoch 201, Loss: 0.02288236293264722, Neurons: 23
Epoch 202, Loss: 0.025957045284798773, Neurons: 23
Epoch 202, Loss: 0.025957045284798773, Neurons: 23
Epoch 203, Loss: 0.020246253205637985, Neurons: 23
Epoch 203, Loss: 0.020246253205637985, Neurons: 23
Epoch 204, Loss: 0.01857774867739668, Neurons: 23
Epoch 204, Loss: 0.01857774867739668, Neurons: 23
Epoch 205, Loss: 0.02101233770053778, Neurons: 23
Epoch 205, Loss: 0.02101233770053778, Neurons: 23
Epoch 206, Loss: 0.0211662766748906, Neurons: 23
Epoch 206, Loss: 0.0211662766748906, Neurons: 23
Epoch 207, Loss: 0.0186521060353801, Neurons: 23
Epoch 207, Loss: 0.0186521060353801, Neurons: 23
Epoch 208, Loss: 0.016990207363073953, Neurons: 23
Epoch 208, Loss: 0.016990207363073953, Neurons: 23
Epoch 209, Loss: 0.01774215500894848, Neurons: 23
Epoch 209, Loss: 0.01774215500894848, Neurons: 23
Added neuron to hidden layer 1 with activation relu
Added neuron to hidden layer 1 with activation relu
network shape updated to :[11, 12, 1]
network shape updated to :[11, 12, 1]
Epoch 210, Loss: 0.018893302237477084, Neurons: 24
Epoch 210, Loss: 0.018893302237477084, Neurons: 24
Epoch 211, Loss: 0.02860841963692013, Neurons: 24
Epoch 211, Loss: 0.02860841963692013, Neurons: 24
Epoch 212, Loss: 0.018115225631233706, Neurons: 24
Epoch 212, Loss: 0.018115225631233706, Neurons: 24
Epoch 213, Loss: 0.01746344814622245, Neurons: 24
Epoch 213, Loss: 0.01746344814622245, Neurons: 24
